id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights
38802721,Trout Lake Garden Suite at Nanaimo Station!,Kensington-Cedar Cottage,49.25168,-123.06128,Private room,97.0,30
38821207,Unforgettable Ocean & Mountain Views Steps from DT,Downtown Eastside,49.28138,-123.08348,Entire home/apt,200.0,1
38825501,"Cozy, Vintage 2-Bed Home - Minutes from The Drive!",Grandview-Woodland,49.27432,-123.06506,Entire home/apt,200.0,2
38829619,Classic & Elegant Loft in the Heart of Gastown,Downtown Eastside,49.28374,-123.10773,Entire home/apt,309.0,1
38847417,1  Bedroom Luxury Apartment at Robson & Richards,Downtown,49.28091,-123.11767,Entire home/apt,145.0,30
38850782,Executive Garden 2bdrom Suite 15 min to downtown,Hastings-Sunrise,49.28497,-123.0526,Entire home/apt,116.0,2
38854636,Charming character home in Cambie Village,Riley Park,49.25486,-123.10945,Entire home/apt,120.0,2
38855495,Guest suite with own bathroom. 5 min walk to VGH,South Cambie,49.25506,-123.12235,Private room,110.0,3
38856942,The Hive - Queensland Bunk,West Point Grey,49.26791,-123.21324,Shared room,35.0,1
38857107,The Hive - Blanca bunk,West Point Grey,49.2656,-123.21148,Shared room,30.0,1
38857168,The Hive - Alma bunk,West Point Grey,49.26594,-123.21288,Shared room,34.0,30
38857173,The Hive - Highbury bunk,West Point Grey,49.26701,-123.21136,Shared room,32.0,30
38857176,The Hive - Wallace bunk,West Point Grey,49.26782,-123.21266,Shared room,30.0,1
38857179,The Hive - Trimble Bunk,West Point Grey,49.2673,-123.21109,Shared room,28.0,30
38857181,The Hive - Crown Bunk,West Point Grey,49.26732,-123.21155,Shared room,32.0,1
38857184,The Hive - Discovery bunk,West Point Grey,49.26624,-123.21264,Shared room,28.0,1
38869095,vancouver area 27 minutes away to downtown,Renfrew-Collingwood,49.23438,-123.04322,Private room,50.0,5
38871382,"Bright, Private Room in a Quiet Family Home",Riley Park,49.24038,-123.0996,Private room,35.0,30
38872940,Unique New York style Loft Vancouver+wifi+Netflix,Downtown,49.28135,-123.12108,Entire home/apt,149.0,1
38873240,Stunning Views from Every Room -  Sleeps 8,Downtown,49.2777,-123.10727,Entire home/apt,400.0,1
38878543,Vancity Getaway 4,Renfrew-Collingwood,49.23746,-123.03789,Private room,49.0,1
38880792,Yellow Door Apartment,Grandview-Woodland,49.26567,-123.05825,Entire home/apt,118.0,2
38882975,Suite in Van west/UBC/beach/free parking/seperate,Kitsilano,49.26207,-123.18028,Entire home/apt,148.0,2
38885972,Cozy & bright by English Bay and Stanley Park,West End,49.29135,-123.13651,Entire home/apt,98.0,1
38903582,Gorgeous Centrally Located Apartment Suite,Downtown,49.27882,-123.12729,Entire home/apt,201.0,2
38908193,Top Floor Suite with Ocean View in Gastown,Downtown Eastside,49.2842,-123.10048,Entire home/apt,219.0,1
38908542,"Cozy 2 Bed, 1BR1Bath across Oakridge Mall Skytrain",Oakridge,49.23096,-123.11625,Entire home/apt,201.0,2
38910770,Main Street Neighbourhood,Riley Park,49.24229,-123.10081,Entire home/apt,75.0,3
38925288,Central Comfortable 3 Bedrooms 4 Queen sized Beds Suite near Skytrain,Hastings-Sunrise,49.26287,-123.0377,Entire home/apt,369.0,1
38929656,Amazing 2Beds 2 Bath by Main St/Queen E Park,Riley Park,49.24258,-123.1034,Entire home/apt,120.0,2
38937038,Prime Location Private Washroom Queen Sized Bed,Marpole,49.21115,-123.12546,Private room,59.0,1
38937494,Prime Location Master Bedroom Private Bath,Marpole,49.20968,-123.12367,Private room,69.0,1
38955278,Luxury 5BR House,Riley Park,49.23388,-123.11236,Entire home/apt,680.0,3
38961086,Beautiful Downtown VANCOUVER Penthouse Studio,Downtown,49.27845,-123.12941,Entire home/apt,89.0,3
38962869,"Private room in a large, bright and unique space!",Kensington-Cedar Cottage,49.25045,-123.06729,Private room,32.0,30
38977330,New Cozy & Beautiful Private Suite Near Skytrain,Renfrew-Collingwood,49.24013,-123.04391,Entire home/apt,65.0,2
38978697,SPACIOUS AND COZY - GREAT LOCATION,Kensington-Cedar Cottage,49.24513,-123.06727,Private room,90.0,1
38978931,2 bedroom and den apartment in yaletown vancouver,Downtown,49.27488,-123.11894,Entire home/apt,300.0,30
38996375,"Cozy, quiet place very spacious room near Airport",Sunset,49.21242,-123.08139,Private room,38.0,1
38997284,Unique Space for Unique People,Riley Park,49.25404,-123.10036,Entire home/apt,56.0,2
39010378,Beautiful newly set up 2 bedroom basement suite,Renfrew-Collingwood,49.23437,-123.03345,Entire home/apt,125.0,1
39024360,Top-floor Room *Transit Hub *Vibrant Neighbourhood,Grandview-Woodland,49.26343,-123.07077,Private room,30.0,30
39032969,Total privacy & separate entry sweet home,Kensington-Cedar Cottage,49.24714,-123.06204,Entire home/apt,149.0,1
39037119,4 BDRM 2.5 BATH Character Home in Quiet Vancouver,Shaughnessy,49.23614,-123.14912,Entire home/apt,130.0,1
39038187,"Stunning 2BR Condo , Gym+Pool, Amazing View!",Downtown,49.27779,-123.1187,Entire home/apt,150.0,30
39064873,Live like a local in historic Gastown!,Downtown Eastside,49.28274,-123.10248,Entire home/apt,198.0,1
39079351,Spacious House in Central Vancouver,Kensington-Cedar Cottage,49.24962,-123.07907,Entire home/apt,75.0,2
39081033,Vancouver Downtown 2bedroom Condo -- A,Downtown,49.27622,-123.12813,Entire home/apt,449.0,1
39082556,Vancouver Downtown 2bedroom Condo -- B,Downtown,49.27789,-123.12819,Entire home/apt,450.0,1
39084679,Vancouver Downtown 2bedroom Condo -- C,Downtown,49.27749,-123.12814,Entire home/apt,450.0,1
39085840,Vancouver Downtown 2bedroom Condo -- D,Downtown,49.27749,-123.13009,Entire home/apt,450.0,1
39089891,"Entire new house in calm, safe area near downtown!",Hastings-Sunrise,49.26374,-123.04889,Entire home/apt,127.0,1
39090466,Cozy oasis in eclectic East Van,Grandview-Woodland,49.26748,-123.06082,Private room,45.0,2
39091313,Amazing Central location apartment with Cityview,West End,49.28259,-123.1265,Entire home/apt,129.0,3
39091354,2Br Corner Unit in the ❤️of Kits /Near Kits beach!,Kitsilano,49.26389,-123.15496,Entire home/apt,100.0,1
39092193,Bright Place to Relax or Work Alone or with Family,South Cambie,49.24882,-123.11707,Entire home/apt,149.0,3
39093064,Vancouver dunbar house 4 bedrooms,Dunbar Southlands,49.24373,-123.18182,Entire home/apt,349.0,1
39094363,Modern Yaletown 1 BDR+Coastline View+Den+Parking,Downtown,49.27729,-123.11701,Entire home/apt,169.0,10
39107366,Cozy room in a quiet neighbourhood,Hastings-Sunrise,49.28288,-123.04545,Private room,39.0,2
39107662,Cozy room in cozy house near local ski hills.,Hastings-Sunrise,49.28449,-123.04623,Private room,35.0,2
39110268,Prime Location 1 Bed Spacious Room,Kerrisdale,49.20981,-123.14905,Private room,59.0,1
39110375,Prime Location 1Bed Spacious Room,Kerrisdale,49.21037,-123.15011,Private room,59.0,2
39110512,Prime Location 1 Bed Private Bath,Kerrisdale,49.21117,-123.14988,Private room,69.0,2
39111288,Vancouver West near Airport 3BD rowhome温西三房联排别墅,Marpole,49.21553,-123.13008,Entire home/apt,235.0,1
39114405,Elegance and Incredible Views in City Centre,Downtown,49.2799,-123.12565,Entire home/apt,450.0,1
39116331,Cozy 2Bdrm Suite in Vancouver near UBC/DT/YVR,Dunbar Southlands,49.24308,-123.19462,Entire home/apt,103.0,1
39118828,Entire Luxury Fashion House - 4 BDR 4 BATHROOM,Kensington-Cedar Cottage,49.24275,-123.07564,Entire home/apt,389.0,1
39137060,3BR Laneway House / Great location / Pets Allowed,Victoria-Fraserview,49.23167,-123.07687,Entire home/apt,299.0,1
39137527,2BR  Downtown Location/Parking/FantasticView/Pool⚡,Downtown,49.28011,-123.10919,Entire home/apt,500.0,1
39141187,Urban One Bedroom+Den/Heart of Vancouver Downtown,Downtown,49.27335,-123.12065,Entire home/apt,209.0,2
39151709,RIGHT ROOM IN BLUE HOUSE,Sunset,49.22556,-123.1001,Private room,60.0,1
39154015,Calm Comfortable Urban Retreat,West Point Grey,49.26172,-123.19718,Entire home/apt,149.0,2
39155745,Brand New Luxury 2-Storey Coach House,Sunset,49.21602,-123.09613,Entire home/apt,118.0,1
39156259,Central downtown spot,Downtown,49.282,-123.11707,Private room,90.0,2
39161774,"Central 3 Bedroom: Views, Balcony, Office, Pool",Downtown,49.27984,-123.10911,Entire home/apt,349.0,3
39170517,"Luxurious &large 2BDR+Den,3 level townhome+Parking",Marpole,49.21658,-123.13955,Entire home/apt,260.0,1
39172741,Cozy suite Vancouver Commercial Drive,Kensington-Cedar Cottage,49.25588,-123.07057,Entire home/apt,65.0,1
39172904,Cute Garden Suite in an Artist's House,Downtown Eastside,49.27704,-123.07854,Entire home/apt,79.0,1
39173733,Classy crash pad / guest suite with private entry,Kensington-Cedar Cottage,49.24984,-123.07259,Entire home/apt,61.0,2
39178893,Monthly - Luxury 1BR in Yaletown + free parking!,Downtown,49.27384,-123.11602,Entire home/apt,85.0,29
39179616,Modern Suite with King Bed In Kitsilano,Kitsilano,49.26848,-123.18238,Entire home/apt,149.0,25
39183703,Cozy Convenient Home for Travellers,Oakridge,49.22799,-123.12575,Entire home/apt,120.0,2
39195219,"West Side Luxury near UBC, golf courses, and yvr",Marpole,49.21022,-123.14738,Entire home/apt,400.0,2
39196416,Central/luxury condo downtown yaletown,Downtown,49.28073,-123.11568,Entire home/apt,100.0,1
39196815,Stunning Sub-penthouse 2/bed with Panoramic Views,West End,49.28854,-123.12909,Entire home/apt,300.0,2
39205633,Trendy Loft in the Heart of Yaletown,Downtown,49.27969,-123.12168,Entire home/apt,200.0,2
39205913,The Nest,Killarney,49.22965,-123.03868,Entire home/apt,75.0,1
39207207,3BR Brand New Stylish Pad in Trendy Mt Pleasant,Mount Pleasant,49.26077,-123.08696,Entire home/apt,170.0,2
39207459,"Contemporary & Stylish, 3 BR Home Central Van w/AC",Victoria-Fraserview,49.22901,-123.06823,Entire home/apt,287.0,1
39225546,"Happy home, with mountain and lush garden views",Hastings-Sunrise,49.26562,-123.0507,Entire home/apt,94.0,4
39226443,Majestic Breathtaking Vancouver Central View Condo,South Cambie,49.24962,-123.11542,Private room,28.0,30
39227907,Cute 1 BR Private Suite in Kits House Near Transit,Kitsilano,49.26514,-123.16856,Entire home/apt,107.0,30
39228808,Charming Garden Suite Near 'The Drive',Grandview-Woodland,49.27492,-123.07554,Entire home/apt,125.0,4
39248911,Breathtakingly Majestic Central Vancouver Condo,South Cambie,49.24904,-123.11554,Shared room,31.0,30
39250456,"\"\"\"The Nest\"\" private suite in east Van with chickens\"",Kensington-Cedar Cottage,49.24851,-123.07014,Entire home/apt,85.0,2
39253420,Balsam room 温哥华西区10分钟之内到达市中心&大学&BC前五名高中,Arbutus Ridge,49.25536,-123.1628,Private room,60.0,1
39253884,Cozy detached and beautiful unit in great location,Mount Pleasant,49.26323,-123.09076,Entire home/apt,75.0,1
39273818,Comfortable and spacious private room,Renfrew-Collingwood,49.2565,-123.04465,Private room,42.0,1
39277719,Super Value Super Convenient Apartment,Mount Pleasant,49.26106,-123.10976,Entire home/apt,118.0,3
39278921,West-End Heritage Apartment,West End,49.28924,-123.13346,Entire home/apt,100.0,1
39282794,Luxury 3 Level Townhouse Downtown @ Stadium,Downtown,49.28077,-123.10779,Entire home/apt,601.0,2
39318966,Beautiful 1 Bedroom Central w/ Hot Tub & Parking,Downtown,49.27978,-123.10748,Entire home/apt,101.0,1
39321923,"Waterfront View, Downtown, Skytrain, Convenient!",Downtown,49.27558,-123.1162,Entire home/apt,210.0,30
39333077,"Luxury Water+Mountain View,2BR+2BA+FREE PARKING@B",Downtown Eastside,49.28355,-123.10638,Entire home/apt,198.0,1
39340247,valleyroom  10分钟到UBC&15分钟到Stanley Park､downtown,Arbutus Ridge,49.25512,-123.16109,Private room,80.0,1
39340389,Stunning Mid Century Loft in Historic Gastown,Downtown Eastside,49.28305,-123.1021,Entire home/apt,196.0,7
39340508,family rooms,Arbutus Ridge,49.25401,-123.16267,Private room,120.0,1
39361265,Beautiful Character Home near restaurants & shops,Hastings-Sunrise,49.27055,-123.05502,Entire home/apt,94.0,3
39368178,A Charming Guest Room in Mount Pleasant,Mount Pleasant,49.25646,-123.08984,Private room,70.0,2
39368211,Gastown Getaway,Downtown Eastside,49.2822,-123.1041,Entire home/apt,200.0,1
39390429,Luxury Condo 1 Bedroom+Den in Yaletown Vancouver,Downtown,49.27574,-123.11625,Entire home/apt,115.0,30
39393407,"Private, Cozy, Clean & Sanitize Guest Suite",Renfrew-Collingwood,49.25447,-123.04178,Entire home/apt,80.0,1
39394727,Spectacular Mountain View!,West End,49.28388,-123.13652,Entire home/apt,80.0,1
39401482,NEW LISTING!! Waterfront suite close to downtown!,Hastings-Sunrise,49.29082,-123.05093,Entire home/apt,249.0,1
39419361,Modern 2 Bdrm + 1 Small Parking,Downtown Eastside,49.27893,-123.09981,Entire home/apt,141.0,14
39420926,Cozy house at Fraserview,Victoria-Fraserview,49.21795,-123.06094,Entire home/apt,180.0,1
39421282,Lovely & Cozy 1BD Basement Suite!,Kensington-Cedar Cottage,49.24843,-123.06366,Entire home/apt,55.0,2
39426166,Spacious and Cozy 4 Bedrooms 5 Beds Near PNE,Hastings-Sunrise,49.26993,-123.03608,Entire home/apt,369.0,1
39442065,1 bedroom in shared townhouse,Fairview,49.25926,-123.12501,Private room,149.0,1
39445631,Prime Location Private entrance unit,Kitsilano,49.2603,-123.17736,Entire home/apt,69.0,1
39445992,Prime Location Cozy Room,Kitsilano,49.25984,-123.17892,Private room,59.0,1
39447168,3BD Executive Suite - Prestigious Neighbourhood,South Cambie,49.23507,-123.12131,Entire home/apt,300.0,3
39447889,Downtown/RogersArena ✓Parking ✓Pool ✓Hot-tub ✓Gym,Downtown,49.27917,-123.10799,Entire home/apt,238.0,1
39463351,Beautiful New Home East Van,Renfrew-Collingwood,49.24284,-123.03807,Private room,120.0,5
39465674,Comfortable room with private bathroom,Riley Park,49.25503,-123.09104,Private room,106.0,1
39471370,Beautiful new 2 bed with private separate entry,Shaughnessy,49.2392,-123.14807,Entire home/apt,130.0,1
39502864,Private 1BR Guesthouse w/Fireplace- 5 Mins to DT,Shaughnessy,49.24209,-123.13934,Entire home/apt,149.0,2
39503531,Cute & Comfortable Loft in beautiful Gastown,Downtown Eastside,49.28353,-123.1041,Entire home/apt,250.0,1
39505373,Absolutely Beautiful Loft Downtown,Downtown,49.28018,-123.12112,Entire home/apt,129.0,2
39506843,Chic Loft Sanctuary in the heart of Gastown,Downtown Eastside,49.28343,-123.10376,Entire home/apt,225.0,7
39511588,⭐Beautiful New 1 Bedroom Suite near Oakridge & DT,Kensington-Cedar Cottage,49.23479,-123.0814,Entire home/apt,54.0,2
39512935,Yaletown Studio Suite,Downtown,49.27529,-123.1176,Entire home/apt,120.0,2
39523647,"Downtown Condo+freeparking+CentralAC, sleeps 2-5",Downtown,49.27809,-123.12689,Entire home/apt,218.0,1
39535545,Artist loft near main street skytrain and Downtown,Mount Pleasant,49.26652,-123.09811,Entire home/apt,149.0,2
39536993,Stunning New 3-bedroom TownHome in Best Location,Kensington-Cedar Cottage,49.25405,-123.0854,Entire home/apt,300.0,4
39539025,Character Loft Suite in Trendy Neighborhood,Mount Pleasant,49.26082,-123.103,Entire home/apt,149.0,2
39553326,WONDERFUL Brand New 1-Bedroom Condo,Downtown,49.27818,-123.12918,Entire home/apt,151.0,3
39553745,Capricorn Palace Two 1Bdr+den condos in Yaletown A,Downtown,49.27588,-123.11662,Entire home/apt,235.0,2
39555947,Boho loft,Downtown Eastside,49.28239,-123.10294,Entire home/apt,200.0,1
39557241,NEW Vancouver 2 Bedroom Suite with Separate Entry,Marpole,49.21126,-123.14332,Entire home/apt,180.0,2
39558925,Zen Garden Suite in the Heart of Uptown Vancouver,Mount Pleasant,49.26416,-123.0865,Entire home/apt,145.0,1
39559958,Modern Chic Living in Downtown Vancouver,Downtown Eastside,49.27774,-123.0997,Entire home/apt,186.0,1
39580672,"Beautiful, spacious two bedroom condo in Fairview",Fairview,49.2585,-123.13444,Entire home/apt,94.0,2
39588544,"Cozy, Private Room in a Quiet Family Home",Riley Park,49.23954,-123.10114,Private room,55.0,30
39589085,"Spacious, Sun loving Room, in a Safe Family Home",Riley Park,49.23851,-123.10022,Private room,45.0,30
39589470,Luxurious New 3-BR Basement of Vancouver West,Dunbar Southlands,49.25474,-123.1879,Entire home/apt,179.0,1
39590290,Majestic Panoramic  View - Vancouver Central Condo,South Cambie,49.24869,-123.11543,Shared room,25.0,30
39592643,MODERN & NEW DOWNTOWN one bedroom & den condo,Downtown,49.27445,-123.11645,Entire home/apt,108.0,30
39605521,Retro Sunset Home - Minutes to Airport and DT!,Sunset,49.21101,-123.09468,Entire home/apt,200.0,2
39607292,Modern 1 BR+1 Den DT Rogers Arena for Staycation,Downtown,49.27792,-123.10636,Entire home/apt,170.0,2
39610553,Lots of space! 5BR House close to Skytrain Station,Renfrew-Collingwood,49.24764,-123.05298,Entire home/apt,499.0,1
39613073,Vancouver Beautiful house private 2 bedroom suite,Victoria-Fraserview,49.22289,-123.0522,Entire home/apt,70.0,1
39615039,Cozy bedroom in Mount Pleasant area,Riley Park,49.25546,-123.0921,Private room,60.0,1
39629907,Beautiful 2 Bedroom Garden Suite,Kensington-Cedar Cottage,49.24084,-123.07223,Entire home/apt,75.0,3
39632820,1 bedroom Yaletown Condo,Downtown,49.27725,-123.1254,Entire home/apt,136.0,30
39633379,LUXURY SUITES VANCOUVER,Killarney,49.23154,-123.03081,Private room,91.0,1
39636440,Morden Yaletown Apt one BDR+DEN+Parking Next Arena,Downtown,49.27524,-123.11657,Entire home/apt,180.0,7
39651871,Eclectic Gastown One Bedroom Oasis,Downtown Eastside,49.2821,-123.10304,Entire home/apt,135.0,5
39654672,"South Hill Suite: 2 bedrooms, parking, laundry",Sunset,49.22069,-123.08905,Entire home/apt,79.0,7
39673932,Beautiful Yaletown One BDR High Rise Landmark Apt,Downtown,49.27394,-123.11659,Entire home/apt,174.0,1
39698887,Cozy Convenient Single Private Suite Near YVR,Victoria-Fraserview,49.21402,-123.06516,Entire home/apt,125.0,3
39703281,"Luxurious,  Designer  3 bedrooms Condo - Sleeps 8",Downtown,49.27956,-123.10695,Entire home/apt,497.0,2
39705374,Vancouver Oakridge Spacious One-bedroom one bath,Oakridge,49.23329,-123.12587,Private room,55.0,2
39705529,Vancouver Oakridge Spacious One Bedroom with Bath,Oakridge,49.23132,-123.12703,Private room,49.0,1
39713517,Central 2 Bedroom Hideaway in Trendy Mt Pleasant,Mount Pleasant,49.26093,-123.10855,Entire home/apt,148.0,7
39722085,Modern 2BR Condo In The Best Location Downtown Van,Downtown,49.28669,-123.12283,Entire home/apt,166.0,1
39732733,Livingroom Transformed into Cozy Bedroom Downtown,Downtown,49.27533,-123.11794,Private room,47.0,3
39733287,MODERN CENTRAL 1 BR CONVENIENT LOCATION SLPS 4,Downtown,49.28037,-123.12463,Entire home/apt,249.0,28
39746838,Luxury Penthouse w Billion Dollar Views,Fairview,49.2655,-123.12797,Entire home/apt,300.0,2
39749218,Cozy 2 BR Coach Home - 1min to Sky Train,Renfrew-Collingwood,49.24963,-123.05355,Private room,90.0,1
39749534,Private Suite with Private bedroom + Sofabed,Kitsilano,49.26155,-123.16298,Entire home/apt,100.0,1
39750014,English Bay view DT private apt,Downtown,49.27767,-123.12956,Entire home/apt,82.0,1
39753761,Brand New Home - Queen Bedroom & Bonus Living Room,Kensington-Cedar Cottage,49.25406,-123.08824,Private room,75.0,1
39774294,★Downtown/RogersArena★✓Parking ✓Pool ✓Hot-tub ✓Gym,Downtown,49.27968,-123.10883,Private room,60.0,1
39774779,Lovely 2BR Condo Downtown Vancouver+View+ parking,Downtown,49.27777,-123.12138,Entire home/apt,189.0,3
39775129,"EPIC views, AMAZING Amenities,DT LOCATION,sleeps 8",Downtown,49.28013,-123.10593,Entire home/apt,295.0,2
39783770,"Spacious private room. close 2 UBC, parks, beach",West Point Grey,49.25983,-123.21363,Private room,69.0,1
39794802,Bright and Roomy stay in East Van,Kensington-Cedar Cottage,49.25613,-123.0751,Entire home/apt,113.0,2
39795625,Penthouse Room w/ large en-suite in DT Van,Downtown,49.27849,-123.12305,Private room,96.0,3
39802983,Fantastic 2 bedroom home just outside of DT,South Cambie,49.2558,-123.12665,Entire home/apt,150.0,2
39817176,"4BR House near UBC, YVR",Marpole,49.21085,-123.14388,Entire home/apt,201.0,2
39839117,☀️Ocean Views & Comfort☀️- Gastown -2Bed/2Bath/1Park,Downtown,49.27783,-123.10848,Entire home/apt,198.0,28
39843409,3BR Laneway House / Great location / Pets Allowed,Sunset,49.22974,-123.07868,Entire home/apt,99.0,30
39844549,Sub Penthouse with 360 Ocean Views in DT Vancouver,Downtown,49.2759,-123.1298,Entire home/apt,459.0,1
39849788,"3BR, 2 Bath in the heart of Downtown Vancouver",Downtown,49.27917,-123.10721,Entire home/apt,375.0,2
39868164,3BDR Brand New Modern Authentic Urban Home,Marpole,49.21826,-123.13962,Entire home/apt,300.0,1
39868241,1Bd+Office Den *Escape COVID19* Up To 80% Off.,West End,49.28364,-123.14002,Entire home/apt,189.0,2
39869666,Central Downtown Luxury Apartment Master Bedroom,Downtown,49.27629,-123.12897,Private room,97.0,2
39875240,Hospital grade  cleaning loft 50% off,Downtown,49.28049,-123.12444,Entire home/apt,198.0,1
39875567,"Cozy and Chic Loft in the Heart of Gastown, DT",Downtown Eastside,49.28478,-123.10955,Entire home/apt,310.0,1
39875585,KAYM Home - BRAND NEW Private Suite,Riley Park,49.25286,-123.10725,Entire home/apt,79.0,2
39876253,"Classy & Unique Loft in Gastown, Vancouver (DT)",Downtown Eastside,49.28347,-123.10267,Entire home/apt,245.0,1
39893296,Cypress Private Room,Hastings-Sunrise,49.27235,-123.03777,Private room,58.0,2
39894314,"conveniently located , nice neighborhood",Hastings-Sunrise,49.28723,-123.04954,Entire home/apt,45.0,2
39895098,Quiet 1 Bdrm and Office steps to Commercial Drive,Grandview-Woodland,49.265,-123.06803,Entire home/apt,120.0,5
39896197,Beautiful & Spacious 2BR Apartment in DT Vancouver,Downtown,49.28126,-123.12453,Entire home/apt,300.0,1
39903197,Downtown Loft in the Highly Desirable Yaletown,Downtown,49.27868,-123.12177,Entire home/apt,170.0,2
39915780,"Kitsilano condo close to beach ,UBC, AND DOWNTOWN",Kitsilano,49.26337,-123.1491,Entire home/apt,72.0,30
39918900,Stunning Vancouver Views,Downtown,49.27901,-123.10737,Entire home/apt,320.0,3
39926869,BRIGHT CONDO IN DOWNTOWN FREE PARKING AMAZING VIEW,Downtown,49.27959,-123.10692,Entire home/apt,250.0,1
39927054,1 bedroom rental in 2rooms apartment in Yaletwon,Downtown,49.27667,-123.12154,Private room,65.0,30
39928892,BRAND NEW HOUSE in central location Victoria Drive,Kensington-Cedar Cottage,49.23368,-123.0634,Entire home/apt,96.0,2
39950800,Sunset Garden Cottage - Minutes to airport!,Sunset,49.21828,-123.08084,Entire home/apt,100.0,2
39952391,See through Pool❤️Waterview/Stadiums/Casino/AC/Gym,Downtown,49.2762,-123.11459,Entire home/apt,400.0,2
39955773,Downtown Corner 1BR w/ View and Parking,Downtown,49.27795,-123.10824,Entire home/apt,101.0,4
39974889,“Pacific Spirit Park”  BRAND NEW modern  suite UBC,Dunbar Southlands,49.2347,-123.19752,Entire home/apt,183.0,1
39976949,⭐Sheraton Wall centre*Brand New2BR* *Queen Beds* ⭐,Downtown,49.27736,-123.12961,Entire home/apt,212.0,1
39978982,❤️Feel Like Home‍‍‍9BR+5BA close to DT/AIRPORT/UBC,Oakridge,49.22407,-123.13785,Entire home/apt,800.0,2
39985555,Vistas & Brews from Cozy Strathcona Base,Downtown Eastside,49.28039,-123.08203,Entire home/apt,95.0,3
39988448,East Van Retreat,Kensington-Cedar Cottage,49.23466,-123.08586,Entire home/apt,149.0,3
39989517,Boho Beach Cottage in Point Grey / Kits,Kitsilano,49.26879,-123.18403,Entire home/apt,146.0,30
39991541,"The West End: Adventurous, Convenient, Affordable",West End,49.28131,-123.13727,Entire home/apt,110.0,6
39994781,Modern Chic Private Room,Hastings-Sunrise,49.27226,-123.038,Private room,54.0,2
39995156,"1 BR queen bed, 8 min to Joyce skytrain station.",Renfrew-Collingwood,49.23492,-123.03462,Private room,38.0,3
39995253,"Hip Cool Downtown Condo , Granville District",Downtown,49.27919,-123.12436,Entire home/apt,165.0,3
40008459,Little Room,West End,49.29063,-123.13443,Private room,99.0,2
40008707,Rest and Restore Retreat; a B&B in East Vancouver,Grandview-Woodland,49.27122,-123.06673,Entire home/apt,110.0,2
40009767,Central Cozy Collingwood EN-SUITE,Renfrew-Collingwood,49.24145,-123.03027,Private room,75.0,30
40010855,Spacious and Cozy 3-bedroom suite near The Drive,Kensington-Cedar Cottage,49.24958,-123.06829,Entire home/apt,110.0,1
40011792,Modern Vancouver special!,Renfrew-Collingwood,49.24871,-123.04133,Entire home/apt,149.0,2
40013393,"FANTASTIC VEIW & LOCATION , UNIQUE EXECUTIVE HOME!",Kitsilano,49.26978,-123.17676,Entire home/apt,175.0,3
40015275,★Sparkling Clean★Private Room Ensuite Bathroom,Downtown,49.27737,-123.11689,Private room,160.0,3
40018989,"∎NEWLY RENOVATED, ENTIRE SUITE, CLEAN, MODERN∎",Renfrew-Collingwood,49.23943,-123.03893,Entire home/apt,99.0,3
40034165,Gorgeous Waterview w/parking-DT next to Arenas,Downtown,49.27991,-123.10832,Entire home/apt,150.0,1
40041328,Bright Downtown Studio on a high floor with pool,Downtown,49.27555,-123.11554,Entire home/apt,129.0,30
40044120,8Ocean View Modern 3BedUnit Central Downtown Condo,Downtown,49.27793,-123.1077,Entire home/apt,198.0,1
40060352,"Clean, Cozy and Private Entrance",Sunset,49.21601,-123.08907,Entire home/apt,69.0,2
40065508,7OceanView Great Location 2Beds& Big DenRoom Unit!,Downtown,49.27972,-123.10784,Entire home/apt,198.0,1
40069313,Yaletown Vancity Apartment- Room 1,Downtown,49.27622,-123.12574,Private room,69.0,1
40070159,Yaletown Vancity Apartment -Room 2,Downtown,49.27761,-123.12398,Private room,69.0,1
40071187,Beach Loft Downtown Vancouver,Downtown Eastside,49.28201,-123.10298,Entire home/apt,150.0,1
40086393,1BD condo in the heart of Downtown!,Downtown,49.27828,-123.12067,Entire home/apt,120.0,2
40090266,2BDR Modern Condo Best Location Downtown Vancouver,Downtown,49.28046,-123.10715,Entire home/apt,189.0,3
40092860,Bright Modern Vancouver Guesthouse,Kensington-Cedar Cottage,49.25262,-123.08793,Entire home/apt,100.0,2
40092979,Loving home.. welcome to warmth and a hospitable,Hastings-Sunrise,49.26457,-123.0404,Private room,39.0,5
40094810,New Spacious Suite Near Downtown & Local Mountains,Hastings-Sunrise,49.27894,-123.04276,Entire home/apt,65.0,2
40101042,Newly Built 3bdrm Spacious Laneway !,Renfrew-Collingwood,49.24965,-123.02547,Entire home/apt,300.0,2
40111851,Stunning 3bd guesthouse with mountain views,Victoria-Fraserview,49.20851,-123.0575,Entire home/apt,118.0,1
40113247,This is your home in Olympic Village,Mount Pleasant,49.26894,-123.10829,Entire home/apt,95.0,1
40116394,Private room in Artistic and peaceful home.,Fairview,49.26672,-123.13494,Private room,70.0,2
40117109,Cozy 2 bdrm private suite near UBC!,West Point Grey,49.26177,-123.18857,Entire home/apt,110.0,2
40121175,"2br/2ba+Den, Views, Balcony, Pool, Gym, Central",Downtown,49.27942,-123.10827,Entire home/apt,150.0,2
40121641,Delightful One bed + Den near Arena in Downtown,Downtown,49.2741,-123.11486,Entire home/apt,120.0,3
40144158,Impeccable location and a beautiful view,Downtown,49.27447,-123.12624,Private room,49.0,30
40145842,Your Second Home in a Great City,Downtown Eastside,49.27754,-123.09225,Entire home/apt,161.0,2
